id,company,title,season,season_inferred,seasons,program,remote,category,location,sponsorship,h1b_approvals,salary,skills,posted_at,posted_at_source,first_seen_at,url
workday:leidos:/job/Alexandria-VA/Cybersecurity-Analyst-Intern_R-00190671,Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security (general),"Alexandria, VA",citizens-only,79,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Alexandria-VA/Cybersecurity-Analyst-Intern_R-00190671
workday:leidos:/job/Odenton-MD/Cybersecurity-Analyst-Intern_R-00190663,Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security (general),"Odenton, MD",citizens-only,79,,Python; Bash; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Odenton-MD/Cybersecurity-Analyst-Intern_R-00190663
workday:leidos:/job/Odenton-MD/Systems-Engineering-Intern_R-00190647,Leidos,Systems Engineering Intern,Summer 2027,False,,Internship,,Systems & Cloud Infra,"Odenton, MD",citizens-only,79,,Python; Java; C++; Bash; Docker; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Odenton-MD/Systems-Engineering-Intern_R-00190647
workday:leidos:/job/Pearl-Harbor-HI/Cybersecurity-Analyst-Intern_R-00190665,Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security (general),"Pearl Harbor, HI",citizens-only,79,,Python; Bash; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Pearl-Harbor-HI/Cybersecurity-Analyst-Intern_R-00190665
workday:leidos:/job/Shiloh-IL/Cybersecurity-Analyst-Intern_R-00190667,Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security (general),"Shiloh, IL",citizens-only,79,,Python; Bash; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Shiloh-IL/Cybersecurity-Analyst-Intern_R-00190667
workday:leidos:/job/Shiloh-IL/Network-Engineering---Operations-Intern_R-00190662-1,Leidos,Network Engineering & Operations Intern,Summer 2027,False,,Internship,,Network / Telecom,"Shiloh, IL",citizens-only,79,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Shiloh-IL/Network-Engineering---Operations-Intern_R-00190662-1
workday:leidos:/job/Shiloh-IL/Network-Impact-Assessment--NIA--Intern_R-00190652-1,Leidos,Network Impact Assessment (NIA) Intern,Summer 2027,False,,Internship,,Network / Telecom,"Shiloh, IL",citizens-only,79,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Shiloh-IL/Network-Impact-Assessment--NIA--Intern_R-00190652-1
workday:leidos:/job/Shiloh-IL/Network-Operations-Intern_R-00190660,Leidos,Network Operations Intern,Not stated,True,,Internship,,Network / Telecom,"Shiloh, IL",citizens-only,79,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Shiloh-IL/Network-Operations-Intern_R-00190660
workday:leidos:/job/Shiloh-IL/Transport-Network-Engineer-Intern_R-00190655,Leidos,Transport Network Engineer Intern,Summer 2027,False,,Internship,,Network / Telecom,"Shiloh, IL",citizens-only,79,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Shiloh-IL/Transport-Network-Engineer-Intern_R-00190655
workday:leidos:/job/Sunset-UT/Cybersecurity-Analyst-Intern_R-00190664,Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security (general),"Sunset, UT",citizens-only,79,,Python; Bash; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Sunset-UT/Cybersecurity-Analyst-Intern_R-00190664
workday:leidos:/job/Sunset-UT/Network-Operations-Intern_R-00190657,Leidos,Network Operations Intern,Not stated,True,,Internship,,Network / Telecom,"Sunset, UT",citizens-only,79,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Sunset-UT/Network-Operations-Intern_R-00190657
workday:leidos:/job/Tampa-FL/Network-Operations-Intern_R-00190651,Leidos,Network Operations Intern,Summer 2027,False,,Internship,,Network / Telecom,"Tampa, FL",citizens-only,79,,Python; Bash; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Tampa-FL/Network-Operations-Intern_R-00190651
workday:leidos:/job/Whitehall-OH/Cybersecurity-Analyst-Intern_R-00190669,Leidos,Cybersecurity Analyst Intern,Summer 2027,False,,Internship,,Security (general),"Whitehall, OH",citizens-only,79,,Python; Bash; Linux,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://leidos.wd5.myworkdayjobs.com/External/job/Whitehall-OH/Cybersecurity-Analyst-Intern_R-00190669
workday:magna:/job/Liberty-Missouri-US/IT-Intern_R00258472,Magna International,IT Intern,Not stated,True,,Internship,,IT Support / Ops,"Liberty, Missouri, US",unknown,141,,,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://magna.wd3.myworkdayjobs.com/Magna/job/Liberty-Missouri-US/IT-Intern_R00258472
workday:mksinst:/job/Andover-MA/XMLNAME-2027-Summer-BI-Data-Analytics-IT-Intern_R20657,MKS Instruments,2027 Summer BI/Data Analytics IT Intern,Summer 2027,False,,Internship,,IT Support / Ops,"Andover, MA",unknown,7,$22–$27/hr,Python; Azure; Tableau,2026-08-26T00:00:00Z,date_only,2026-08-26T16:50:18Z,https://mksinst.wd1.myworkdayjobs.com/MKSCareersUniversity/job/Andover-MA/XMLNAME-2027-Summer-BI-Data-Analytics-IT-Intern_R20657
workday:nrel:/job/Golden-CO/Undergraduate-graduate-intern---software-and-data-infrastructure-for-autonomous-thin-film-experimentation--Year-Round-_R14394,National Laboratory of the Rockies,Undergraduate/graduate intern - software and data infrastructure for autonomous thin film experimentation (Year-Round),Not stated,True,,Internship,,Systems & Cloud Infra,"Golden, CO",unknown,,,Python; Computer Vision; Git,2026-08-26T00:00:00Z,date_only,2026-08-26T20:15:49Z,https://nrel.wd5.myworkdayjobs.com/NLR/job/Golden-CO/Undergraduate-graduate-intern---software-and-data-infrastructure-for-autonomous-thin-film-experimentation--Year-Round-_R14394
workday:qtsdatacenters:/job/Irving-TX/Summer-2027-Internship--Internal-Data-Center-Infrastructure-Projects_R2026-1906,QTS,Summer 2027 Internship: Internal Data Center Infrastructure Projects,Summer 2027,False,,Internship,,Systems & Cloud Infra,"Irving, TX",citizens-only,,,,2026-08-26T00:00:00Z,date_only,2026-08-26T16:50:18Z,https://qtsdatacenters.wd5.myworkdayjobs.com/qts/job/Irving-TX/Summer-2027-Internship--Internal-Data-Center-Infrastructure-Projects_R2026-1906
greenhouse:verkada:5213881007,Verkada,Security Software Engineering Intern 2027,Summer 2027,False,,Internship,,Security (general),"San Mateo, CA United States",offers,67,,Python; Go; Computer Vision; AWS; Kubernetes; Docker; Terraform; Linux,2026-08-25T14:12:08-04:00,exact,2026-08-25T19:08:47Z,https://job-boards.greenhouse.io/verkada/jobs/5213881007
oracle:ebxr.fa.us2.oraclecloud.com:214473,DTCC,Infrastructure Engineer Intern [2027 Intern Program],Summer 2027,False,,Internship,,Systems & Cloud Infra,"Jersey City, NJ, United States; Tampa, FL, United States; Dallas, TX, United States",unknown,,,Python; SQL; Bash; AWS; Azure; Linux; Git,2026-08-25,date_only,2026-08-25T21:56:12Z,https://ebxr.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/214473
oracle:ebxr.fa.us2.oraclecloud.com:214476,DTCC,Information Security Intern [2027 Intern Program],Summer 2027,False,,Internship,,Security (general),"Jersey City, NJ, United States; Tampa, FL, United States; Dallas, TX, United States",unknown,,,,2026-08-25,date_only,2026-08-25T21:56:12Z,https://ebxr.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/214476
oracle:ebxr.fa.us2.oraclecloud.com:214487,DTCC,Cyber Security Risk Intern [2027 Internship Program],Summer 2027,False,,Internship,,Security (general),"Jersey City, NJ, United States; Tampa, FL, United States; Dallas, TX, United States",unknown,,,,2026-08-25,date_only,2026-08-25T21:56:12Z,https://ebxr.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/214487
oracle:ehzq.fa.us2.oraclecloud.com:115449,Grant Thornton,Cybersecurity and Privacy Intern - Summer 2027,Summer 2027,False,,Internship,,Security (general),"San Francisco, CA, United States",no-sponsorship,118,$42.5/hr,,2026-08-25,date_only,2026-08-26T02:09:21Z,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115449
oracle:ehzq.fa.us2.oraclecloud.com:115637,Grant Thornton,Cybersecurity and Privacy Intern - Summer 2027,Summer 2027,False,,Internship,,Security (general),"New York, NY, United States",no-sponsorship,118,$40/hr,,2026-08-25,date_only,2026-08-25T21:56:12Z,https://ehzq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/115637
oracle:ibqbjb.fa.ocs.oraclecloud.com:155554,Honeywell,"Information Systems, IT, Cyber Engineer & Data Science - Summer 2027 Intern (US Person Required)",Summer 2027,False,,Internship,,Security (general),United States,citizens-only,,$23/hr,,2026-08-25,date_only,2026-08-25T21:56:12Z,https://ibqbjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/155554
oracle:ibqbjb.fa.ocs.oraclecloud.com:155555,Honeywell,"Information Systems, IT, Cyber Engineer & Data Science - Summer 2027 Intern",Summer 2027,False,,Internship,,Security (general),United States,unknown,,$23/hr,,2026-08-25,date_only,2026-08-25T21:56:12Z,https://ibqbjb.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/155555
smartrecruiters:BoschGroup:744000145507908,Bosch,AI Security Research Intern,Not stated,True,,Internship,,Security (general),"Pittsburgh, PA, United States",unknown,188,,Python; PyTorch; LLMs,2026-08-25T12:50:20.265Z,exact,2026-08-25T13:24:39Z,https://jobs.smartrecruiters.com/BoschGroup/744000145507908
workday:brunswick:/job/Oshkosh-WI/Mercury-Marine--Drives---Propulsion-Systems-Engineering-Intern_JR-051237,Brunswick,Mercury Marine: Drives & Propulsion Systems Engineering Intern,Summer 2027,False,,Internship,,Systems & Cloud Infra,"Oshkosh, WI",no-sponsorship,54,$18–$27.5/hr,Python; MATLAB,2026-08-25T00:00:00Z,date_only,2026-08-25T19:08:47Z,https://brunswick.wd1.myworkdayjobs.com/search/job/Oshkosh-WI/Mercury-Marine--Drives---Propulsion-Systems-Engineering-Intern_JR-051237
workday:copart:/job/US-Tech-InfraOps-729/Network-Engineering-Intern_JR110653,Copart,Network Engineering Intern,Not stated,True,,Internship,,Network / Telecom,US Tech Infra/Ops 729,unknown,83,,Python; Bash; Linux,2026-08-25T00:00:00Z,date_only,2026-08-26T02:09:21Z,https://copart.wd12.myworkdayjobs.com/copart/job/US-Tech-InfraOps-729/Network-Engineering-Intern_JR110653
workday:globalfoundries:/job/USA---New-York---Malta/Cybersecurity-Intern--Summer-2027-_JR-2604459,GlobalFoundries,Cybersecurity Intern (Summer 2027),Summer 2027,False,,Internship,,Security (general),USA - New York - Malta,unknown,,,,2026-08-25T00:00:00Z,date_only,2026-08-25T16:14:54Z,https://globalfoundries.wd1.myworkdayjobs.com/External/job/USA---New-York---Malta/Cybersecurity-Intern--Summer-2027-_JR-2604459
workday:shi:/job/Piscataway-NJ-USA/Systems-Engineer---Intern_JR3618,SHI International,Systems Engineer - Intern,Not stated,True,,Internship,,Systems & Cloud Infra,"Piscataway, NJ USA",unknown,,,Python; Linux,2026-08-25T00:00:00Z,date_only,2026-08-26T02:09:21Z,https://shi.wd12.myworkdayjobs.com/shicareers/job/Piscataway-NJ-USA/Systems-Engineer---Intern_JR3618
greenhouse:advancedspace:4333179009,Advanced Space,2027 DevOps Summer Internship,Summer 2027,False,,Internship,,Systems & Cloud Infra,"Westminster, CO",unknown,,$26–$35/hr,Python; Bash; AWS; Kubernetes; Docker; Terraform; Linux; Git,2026-08-24T16:17:46-04:00,exact,2026-08-24T21:55:31Z,https://job-boards.greenhouse.io/advancedspace/jobs/4333179009
greenhouse:advancedspace:4376394009,Advanced Space,2027 Systems Engineering Summer Internship,Summer 2027,False,,Internship,,Systems & Cloud Infra,"Westminster, CO",unknown,,$26–$35/hr,Python; MATLAB,2026-08-24T16:45:13-04:00,exact,2026-08-24T21:55:31Z,https://job-boards.greenhouse.io/advancedspace/jobs/4376394009
greenhouse:morsecorpcoop:7968518003,Meridian Partners,Security Compliance Co-op,Not stated,True,,Co-op,,GRC / Risk,"Cambridge, MA",unknown,,,,2026-08-24T22:46:34-04:00,exact,2026-08-25T04:11:56Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968518003
greenhouse:morsecorpcoop:7968729003,Meridian Partners,Network Engineer Graduate Co-op,Not stated,True,,Co-op,,Network / Telecom,"Cambridge, MA",citizens-only,,,Python; Terraform,2026-08-24T23:24:59-04:00,exact,2026-08-25T04:11:56Z,https://job-boards.greenhouse.io/morsecorpcoop/jobs/7968729003
oracle:eofe.fa.us2.oraclecloud.com:81271,BNY,"2027 BNY Summer Internship Program - Risk and Compliance (New York, NY)",Summer 2027,False,,Internship,,GRC / Risk,"New York, NY, United States",unknown,,,LLMs,2026-08-24,date_only,2026-08-24T13:27:50Z,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81271
oracle:eofe.fa.us2.oraclecloud.com:81276,BNY,"2027 BNY Summer Internship Program - Risk and Compliance (Pittsburgh, PA)",Summer 2027,False,,Internship,,GRC / Risk,"Pittsburgh, PA, United States",unknown,,,LLMs,2026-08-24,date_only,2026-08-24T13:27:50Z,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81276
oracle:eofe.fa.us2.oraclecloud.com:81277,BNY,"2027 BNY Summer Internship Program - Risk and Compliance (Lake Mary, FL)",Summer 2027,False,,Internship,,GRC / Risk,"Lake Mary, FL, United States",unknown,,,LLMs,2026-08-24,date_only,2026-08-24T13:27:50Z,https://eofe.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/job/81277
workday:dmainc:/job/Indianapolis-IN/IT-Support-Intern---Summer-2027_REQ638-1,Dmainc,IT Support Intern - Summer 2027,Summer 2027,False,,Internship,,IT Support / Ops,"Indianapolis, IN",unknown,,,,2026-08-24T00:00:00Z,date_only,2026-08-24T19:12:18Z,https://dmainc.wd5.myworkdayjobs.com/dma/job/Indianapolis-IN/IT-Support-Intern---Summer-2027_REQ638-1
workday:markelcorp:/job/Richmond-VA/Markel-2027-IT-Internship-Program_R0023805,"Markel Group, Inc.",Markel 2027 IT Internship Program,Summer 2027,False,,Internship,,Other,"Richmond, VA",no-sponsorship,,$24–$28.5/hr,,2026-08-24T00:00:00Z,date_only,2026-08-24T19:12:18Z,https://markelcorp.wd5.myworkdayjobs.com/GlobalCareers/job/Richmond-VA/Markel-2027-IT-Internship-Program_R0023805
workday:ngc:/job/United-States-Florida-Melbourne/XMLNAME-2027-Intern---Systems-Engineering_R10247434,Northrop Grumman,2027 Intern - Systems Engineering,Summer 2027,False,,Internship,,Systems & Cloud Infra,United States-Florida-Melbourne,citizens-only,,$18.5–$33.5/hr,,2026-08-24T00:00:00Z,date_only,2026-08-25T02:05:50Z,https://ngc.wd1.myworkdayjobs.com/Northrop_Grumman_External_Site/job/United-States-Florida-Melbourne/XMLNAME-2027-Intern---Systems-Engineering_R10247434
